order_id,order_code,order_type,freight_long,freight_width,freight_high,freight_volume,freight_weight,freight_number,order_noticed,send_province_code,send_province_name,send_city_code,send_city_name,send_area_code,send_area_name,send_address,send_address_lng,send_address_lat,receive_province_code,receive_province_name,receive_city_code,小区编号,receive_area_code,receive_area_name,receive_address,receive_address_lng,receive_address_lat,goods_type,order_delivery_status,order_end_time,sign_date,status,create_user,create_time,update_user,update_time
3,AJ25081816153500005,0,0,0,0,0.68,257.6,19,0,,,,,,,,,,42,湖北省,4201,33,420102.0,江岸区,惠济路2号,114.2947456,30.61218389,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:35:19
5,AJ25081816153500007,0,0,0,0,0.23,105.2,7,0,,,,,,,,,,42,湖北省,4201,57,420112.0,东西湖区,东西湖吴家山,114.1599958,30.63512335,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:35:19
6,AJ25081816153500008,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,23,420102.0,江岸区,武汉江岸后湖街世纪花园,114.2731715,30.61355212,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:35:19
8,AJ25081816153500010,0,0,0,0,0.07,27.4,3,0,,,,,,,,,,42,湖北省,4201,33,420102.0,江岸区,惠济路2号,114.2947456,30.61218389,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:35:19
9,AJ25081816153500011,0,0,0,0,0.01,6.1,2,0,,,,,,,,,,42,湖北省,4201,21,420104.0,硚口区,武汉市硚口区解放大道48号,114.2065993,30.60083717,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:35:19
10,AJ25081816153500012,0,0,0,0,0.17,76.2,6,0,,,,,,,,,,42,湖北省,4201,33,420102.0,江岸区,惠济路2号,114.2947456,30.61218389,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:35:19
11,AJ25081816153500013,0,0,0,0,0.02,5.13,1,0,,,,,,,,,,42,湖北省,4201,26,420106.0,武昌区,1030首义路购物广场武汉市武昌区紫阳路268号88059490,114.3155739,30.53751391,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:35:19
16,AJ25081816153500018,0,0,0,0,0.05,24.0,1,0,,,,,,,,,,42,湖北省,4201,39,420106.0,武昌区,武珞路中南国际442号,114.3357125,30.54009285,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:42:23
17,AJ25081816153500019,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,39,420106.0,武昌区,武珞路中南国际442号,114.3357125,30.54009285,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:42:23
18,AJ25081816153500020,0,0,0,0,0.05,24.0,1,0,,,,,,,,,,42,湖北省,4201,40,420106.0,武昌区,武汉市武昌区水果湖路19-21号,114.351862,30.55346458,,1,,,0,admin,2025-08-18 16:15:35,admin,2025-08-19 10:42:23
21,AJ25081816153600023,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,32,420112.0,东西湖区,武汉市东西湖区环湖路43号武汉恒大城市,114.1758124,30.66673442,,1,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:42:23
22,AJ25081816153600024,0,0,0,0,0.02,12.2,3,0,,,,,,,,,,42,湖北省,4201,32,420112.0,东西湖区,武汉市东西湖区环湖路43号武汉恒大城市,114.1758124,30.66673442,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
25,AJ25081816153600027,0,0,0,0,16.73,2005.56,376,0,,,,,,,,,,42,湖北省,4201,6,420114.0,蔡甸区,湖北省武汉市蔡甸区九康大道96号（武桥重工梅洛特物流园）,114.05366,30.47552067,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
26,AJ25081816153600028,0,0,0,0,1.06,343.0,70,0,,,,,,,,,,42,湖北省,4201,6,420114.0,蔡甸区,湖北省武汉市蔡甸区九康大道96号（武桥重工梅洛特物流园）,114.05366,30.47552067,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
27,AJ25081816153600029,0,0,0,0,0.65,100.8,20,0,,,,,,,,,,42,湖北省,4201,6,420114.0,蔡甸区,湖北省武汉市蔡甸区九康大道96号（武桥重工梅洛特物流园）,114.05366,30.47552067,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
28,AJ25081816153600030,0,0,0,0,0.56,100.5,15,0,,,,,,,,,,42,湖北省,4201,6,420114.0,蔡甸区,湖北省武汉市蔡甸区九康大道96号（武桥重工梅洛特物流园）,114.05366,30.47552067,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
29,AJ25081816153600031,0,0,0,0,3.61,1539.4,145,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
30,AJ25081816153600032,0,0,0,0,0.03,5.1,3,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
31,AJ25081816153600033,0,0,0,0,2.25,1065.76,98,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
32,AJ25081816153600034,0,0,0,0,0.25,97.8,8,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
33,AJ25081816153600035,0,0,0,0,0.03,14.5,1,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
34,AJ25081816153600036,0,0,0,0,0.85,269.29,41,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
35,AJ25081816153600037,0,0,0,0,0.02,2.0,1,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
36,AJ25081816153600038,0,0,0,0,1.09,545.44,92,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
37,AJ25081816153600039,0,0,0,0,0.38,278.0,40,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
38,AJ25081816153600040,0,0,0,0,0.9,141.42,25,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
40,AJ25081816153600042,0,0,0,0,1.49,207.0,46,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
42,AJ25081816153600044,0,0,0,0,1.16,432.0,40,0,,,,,,,,,,42,湖北省,4201,4,,江夏区,湖北省武汉市江夏区庙山大道普洛斯物流园二期,114.3797389,30.35780415,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
43,AJ25081816153600045,0,0,0,0,2.18,791.65,77,0,,,,,,,,,,42,湖北省,4201,4,,江夏区,湖北省武汉市江夏区庙山大道普洛斯物流园二期,114.3797389,30.35780415,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
44,AJ25081816153600046,0,0,0,0,3.32,1420.4,106,0,,,,,,,,,,42,湖北省,4201,4,,江夏区,湖北省武汉市江夏区庙山大道普洛斯物流园二期,114.3797389,30.35780415,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
45,AJ25081816153600047,0,0,0,0,1.34,598.3,64,0,,,,,,,,,,42,湖北省,4201,4,,江夏区,湖北省武汉市江夏区庙山大道普洛斯物流园二期,114.3797389,30.35780415,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
46,AJ25081816153600048,0,0,0,0,15.42,6356.9,583,0,,,,,,,,,,42,湖北省,4201,4,,江夏区,湖北省武汉市江夏区庙山大道普洛斯物流园二期,114.3797389,30.35780415,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
47,AJ25081816153600049,0,0,0,0,15.65,5489.16,597,0,,,,,,,,,,42,湖北省,4201,14,,新洲区,湖北省武汉市新洲区新洲区汪集工业国际（京东自营武汉）,114.7164713,30.78473872,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
48,AJ25081816153600050,0,0,0,0,0.14,76.02,12,0,,,,,,,,,,42,湖北省,4201,14,,新洲区,湖北省武汉市新洲区新洲区汪集工业国际（京东自营武汉）,114.7164713,30.78473872,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
49,AJ25081816153600051,0,0,0,0,0.22,90.3,7,0,,,,,,,,,,42,湖北省,4201,16,420103.0,江汉区,武汉市江汉区新华下路422号,114.272879,30.63476614,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
50,AJ25081816153600052,0,0,0,0,0.28,167.6,19,0,,,,,,,,,,42,湖北省,4201,16,420103.0,江汉区,武汉市江汉区新华下路422号,114.272879,30.63476614,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
51,AJ25081816153600053,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,16,420103.0,江汉区,武汉市江汉区新华下路422号,114.272879,30.63476614,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
53,AJ25081816153600055,0,0,0,0,0.26,103.2,8,0,,,,,,,,,,42,湖北省,4201,9,420103.0,江汉区,常青路168号,114.2462835,30.63196821,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
54,AJ25081816153600056,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,9,420103.0,江汉区,常青路168号,114.2462835,30.63196821,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
55,AJ25081816153600057,0,0,0,0,0.06,24.0,2,0,,,,,,,,,,42,湖北省,4201,15,420102.0,江岸区,武汉市江岸区黄浦大街218号,114.3075614,30.62373763,,0,,,0,admin,2025-08-18 16:15:36,admin,2025-08-19 10:35:19
56,AJ25081816153700058,0,0,0,0,0.1,38.7,3,0,,,,,,,,,,42,湖北省,4201,45,420102.0,江岸区,汉口花园二期,114.2771932,30.63820599,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
57,AJ25081816153700059,0,0,0,0,1.29,592.95,53,0,,,,,,,,,,42,湖北省,4201,9,420103.0,江汉区,常青路168号,114.2462835,30.63196821,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
58,AJ25081816153700060,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,25,420111.0,洪山区,雄楚大道与民族大道交汇处,114.4034008,30.49841195,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
59,AJ25081816153700061,0,0,0,0,0.16,64.5,5,0,,,,,,,,,,42,湖北省,4201,25,420111.0,洪山区,雄楚大道与民族大道交汇处,114.4034008,30.49841195,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
60,AJ25081816153700062,0,0,0,0,0.68,76.53,12,0,,,,,,,,,,42,湖北省,4201,46,,江夏区,湖北省武汉市江夏区高新五路58号,114.4560658,30.45196419,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
61,AJ25081816153700063,0,0,0,0,0.03,12.0,1,0,,,,,,,,,,42,湖北省,4201,7,420111.0,洪山区,珞瑜路78号,114.3608286,30.60067315,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
62,AJ25081816153700064,0,0,0,0,0.16,22.89,4,0,,,,,,,,,,42,湖北省,4201,29,420111.0,洪山区,1054关山光谷购物广场武汉市洪山区珞喻路78号87781707,114.3649437,30.53091418,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
63,AJ25081816153700065,0,0,0,0,0.05,24.0,1,0,,,,,,,,,,42,湖北省,4201,25,420111.0,洪山区,雄楚大道与民族大道交汇处,114.4034008,30.49841195,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
64,AJ25081816153700066,0,0,0,0,0.15,72.0,3,0,,,,,,,,,,42,湖北省,4201,62,,江夏区,江夏区藏龙岛光谷大道凤凰台特1号,114.4369148,30.43548526,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
65,AJ25081816153700067,0,0,0,0,1.07,457.51,39,0,,,,,,,,,,42,湖北省,4201,7,420111.0,洪山区,珞瑜路78号,114.3608286,30.60067315,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
66,AJ25081816153700068,0,0,0,0,0.01,4.6,2,0,,,,,,,,,,42,湖北省,4201,7,420111.0,洪山区,珞瑜路78号,114.3608286,30.60067315,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
67,AJ25081816153700069,0,0,0,0,0.05,9.25,1,0,,,,,,,,,,42,湖北省,4201,46,,江夏区,湖北省武汉市江夏区高新五路58号,114.4560658,30.45196419,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
68,AJ25081816153700070,0,0,0,0,0.06,24.0,2,0,,,,,,,,,,42,湖北省,4201,7,420111.0,洪山区,珞瑜路78号,114.3608286,30.60067315,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
69,AJ25081816153700071,0,0,0,0,0.22,90.3,7,0,,,,,,,,,,42,湖北省,4201,7,420111.0,洪山区,珞瑜路78号,114.3608286,30.60067315,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
72,AJ25081816153700074,0,0,0,0,2.15,1036.4,50,0,,,,,,,,,,42,湖北省,4201,3,420114.0,蔡甸区,湖北省武汉市蔡甸区千子山大道普洛斯物流园（永辉常温库大仓),114.0395834,30.45444369,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
73,AJ25081816153700075,0,0,0,0,0.21,107.03,22,0,,,,,,,,,,42,湖北省,4201,12,420114.0,蔡甸区,武汉市经济技术开发区东风大道518号,114.1681682,30.50281644,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
74,AJ25081816153700076,0,0,0,0,0.06,24.0,2,0,,,,,,,,,,42,湖北省,4201,12,420114.0,蔡甸区,武汉市经济技术开发区东风大道518号,114.1681682,30.50281644,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
76,AJ25081816153700078,0,0,0,0,0.24,96.0,8,0,,,,,,,,,,42,湖北省,4201,10,420114.0,蔡甸区,蔡甸区汉阳大街470号(区政府对面),114.0343294,30.58829316,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
79,AJ25081816153700081,0,0,0,0,0.47,215.88,13,0,,,,,,,,,,42,湖北省,4201,5,420112.0,东西湖区,武汉市东西湖区十八支沟,114.0881189,30.63116859,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
80,AJ25081816153700082,0,0,0,0,0.59,138.18,21,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
81,AJ25081816153700083,0,0,0,0,4.31,1155.07,139,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
82,AJ25081816153700084,0,0,0,0,0.14,76.5,9,0,,,,,,,,,,42,湖北省,4201,2,420112.0,东西湖区,武汉市东西湖区惠安大道559号汉欧国际物流园3号4号库,114.0681322,30.61835194,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
83,AJ25081816153700085,0,0,0,0,0.06,9.8,2,0,,,,,,,,,,42,湖北省,4201,17,,江夏区,湖北省武汉市江夏区旭光村菜鸟物流园2号库（猫超武汉仓）,114.1789034,30.34451505,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
84,AJ25081816153700086,0,0,0,0,17.78,5361.8,751,0,,,,,,,,,,42,湖北省,4201,17,,江夏区,湖北省武汉市江夏区旭光村菜鸟物流园2号库（猫超武汉仓）,114.1789034,30.34451505,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
85,AJ25081816153700087,0,0,0,0,2.57,614.9,89,0,,,,,,,,,,42,湖北省,4201,17,,江夏区,湖北省武汉市江夏区旭光村菜鸟物流园2号库（猫超武汉仓）,114.1789034,30.34451505,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
86,AJ25081816153700088,0,0,0,0,49.49,19046.48,1836,0,,,,,,,,,,42,湖北省,4201,14,,新洲区,湖北省武汉市新洲区新洲区汪集工业国际（京东自营武汉）,114.7164713,30.78473872,,0,,,0,admin,2025-08-18 16:15:37,admin,2025-08-19 10:35:19
